NAME_AREA,ROAD,CODE_DISTRICT,DISTRICT,GEOX,GEOY
Àrea de Joc Infantil a la Plaça Ferran Lesseps,Pl Lesseps,6,Gràcia,41.407168042853385,2.151145945036288
Àrea de Joc Infantil a la Rambla Prim - Pere IV - Granvia,Rbla Prim,10,Sant Martí,41.41935104176311,2.209622203199717
Àrea de Joc Infantil a la Rambla Prim - Binefar - Santander,Rbla Prim,10,Sant Martí,41.42563095003065,2.200948441749158
Àrea de Joc Infantil a l'Avinguda Diagonal - Fluvià - Veneçuela,Av Diagonal,10,Sant Martí,41.40788995930456,2.2041247747160124
Àrea de Joc Infantil a la Plaça Ramón Calsina,Pl Ramon Calsina,10,Sant Martí,41.405450920442256,2.212560936198963
Àrea de Joc Infantil a Pere IV - Bogatell,C Pere IV,10,Sant Martí,41.39311137029672,2.1899410133063
Àrea de Joc Infantil a la Plaça Álvaro Cunqueiro,Pl Álvaro Cunqueiro,8,Nou Barris,41.42820119131277,2.169527919097542
Àrea de Joc Infantil a Sant Adriá - Estadella  - Llinars del Vallès - Arbeca,C Estadella,9,Sant Andreu,41.435752439717,2.208415748670665
Àrea de Joc Infantil a Sant Adrià - Enric Sanchis - LLinars del Vallès,C Sant Adrià,9,Sant Andreu,41.43624590423541,2.2078407754202325
Àrea de Joc Infantil Plaça del Mina Grott,Pl Mina Grott,5,Sarrià-Sant Gervasi,41.41889996551363,2.098036729952528
Àrea de Joc Infantil a la Plaça Puigcerdà,Pl Puigcerdà,10,Sant Martí,41.41739064781524,2.20726709613113
Àrea de Joc Infantil Vallpar,C Vallpar,6,Gràcia,41.41935262144684,2.135678389600928
Àrea de Joc Infantil Pare Mariana - Juan de Mena,C Pare Mariana,7,Horta-Guinardó,41.4309614448467,2.147013746955108
Àrea de Joc Infantil a Jericò - Passeig Vall d'Hebrón - Jordà - Perea,Pg Vall d'Hebron,7,Horta-Guinardó,41.42407083343468,2.141541012482102
Àrea de Joc Infantil,Av Litoral,10,Sant Martí,41.389048081071486,2.1991766508205544
Àrea de Joc Infantil a Pintor Alsamora - Avinguda Rio de Janeiro - Andreu Nin,C Pintor Alsamora,8,Nou Barris,41.43460473916506,2.1801102729913007
Àrea de Joc Infantil al Passeig Valldaura - Font de Canyelles,Pg Valldaura,8,Nou Barris,41.43908772074303,2.178835636451082
Àrea de Joc Infantil,C Nou de la Rambla,3,Sants-Montjuïc,41.37046396116055,2.1658337161656225
Àrea de Joc Infantil,C Mineria,3,Sants-Montjuïc,41.36437449049291,2.137749555318519
Àrea de Joc Infantil,C Muntadas,3,Sants-Montjuïc,41.37749032961892,2.1407478666950324
Àrea de Joc Infantil,C Lleida,3,Sants-Montjuïc,41.37053826503268,2.1572720150890574
Àrea de Joc Infantil,G.V. Corts Catalanes,3,Sants-Montjuïc,41.368634514222805,2.14105045396157
Àrea de Joc Infantil,Av Vallcarca,6,Gràcia,41.41693061236538,2.141848467458373
Àrea de Joc Infantil,Pg Garcia Fària,10,Sant Martí,41.403066337607626,2.2134949655285365
Àrea de Joc Infantil,C Aragó,2,Eixample,41.3788385686716,2.147334688275456
Àrea de Joc Infantil,C Indústria,2,Eixample,41.40796085984798,2.171030080755086
Àrea de Joc Infantil,Carrer de Llull,10,Sant Martí,41.407517333134685,2.213875009811896
Àrea de Joc Infantil,C Doctor Fleming,5,Sarrià-Sant Gervasi,41.3931457664571,2.1356077647976117
Àrea de Joc Infantil a Aragó - Enamorats - Pl. Enamorats,C Aragó,2,Eixample,41.40441653676046,2.181510774270813
Àrea de Joc Infantil Via Augusta - Anglí,Via Augusta,5,Sarrià-Sant Gervasi,41.397943394115934,2.127806490265047
Àrea de Joc Infantil,C Cardenal Reig,4,Les Corts,41.37896411953526,2.1169441915413207
Àrea de Joc Infantil,Av Diagonal,4,Les Corts,41.386549355693845,2.11843521544956
Àrea de Joc Infantil,Pl Tetuan,2,Eixample,41.394513419470094,2.1754773789935244
Àrea de Joc Infantil a l'Avinguda Diagonal - Castillejos - Cartagena,Av Diagonal,2,Eixample,41.40285693314794,2.1837614219495167
Àrea de Joc Infantil a l'Avinguda de Roma - Calàbria - València,València,2,Eixample,41.38371131405058,2.15153714166644
Àrea de Joc Infantil,Pg Fabra i Puig,8,Nou Barris,41.43286871760336,2.1657676750478574
Àrea de Joc Infantil,C Sicília,6,Gràcia,41.40476853682401,2.1691315376296347
Àrea de Joc Infantil,C Pau Claris,2,Eixample,41.3962243321608,2.162735015334233
Àrea de Joc Infantil,C Nàpols,2,Eixample,41.40151314555081,2.1715447568308406
Àrea de Joc Infantil,C Vila i Vilà,3,Sants-Montjuïc,41.37257769483535,2.1746377388230287
Àrea de Joc Infantil,C Robrenyo,3,Sants-Montjuïc,41.38204129193082,2.138755877693606
Àrea de Joc Infantil,Pg Zona Franca,3,Sants-Montjuïc,41.35612739855637,2.142271624954893
Àrea de Joc Infantil,C Tavern,5,Sarrià-Sant Gervasi,41.39789690821725,2.14559259695681
Àrea de Joc Infantil,Rda General Mitre,5,Sarrià-Sant Gervasi,41.40557693105272,2.143577239084466
Àrea de Joc Infantil,Av Diagonal,4,Les Corts,41.387053996155295,2.123956896300959
Àrea de Joc Infantil,C Miguel Hernández,8,Nou Barris,41.44316606508056,2.16580358615103
Àrea de Joc Infantil,Antic del Guinardó,7,Horta-Guinardó,41.418061038351816,2.174866842344611
Àrea de Joc Infantil,C Marina,7,Horta-Guinardó,41.40977850723608,2.1686584215423337
Àrea de Joc Infantil,C Marià Aguiló,10,Sant Martí,41.40379957835931,2.199436307435502
Àrea de Joc Infantil a la Plaça de la Marina de Sants,Pl Marina de Sants,3,Sants-Montjuïc,41.36070556412484,2.139879611250413
Àrea de Joc Infantil al Refugi d'Obreres,Av Vallcarca,6,Gràcia,41.40845500788948,2.1484520190589342
Àrea de Joc Infantil,Pg Garcia Fària,10,Sant Martí,41.403066337607626,2.2134949655285365
Àrea de Joc Infantil,C Calàbria,2,Eixample,41.37667518489361,2.1592652707595708
Àrea de Joc Infantil,Pg Peira,8,Nou Barris,41.43095902227154,2.1703273038218924
Àrea de Joc Infantil a Menorca - Puigcerdà,C Menorca,10,Sant Martí,41.41942338468208,2.19689229946208
Àrea de Joc Infantil a Quito - Clariana,C Quito,9,Sant Andreu,41.44689872316524,2.201980004040329
Àrea de Joc Infantil a Mossèn Epifani Lorda - Vicenç Montal,C Vicenç Montal,9,Sant Andreu,41.453466614190376,2.193417079457306
Àrea de Joc Infantil,Pg Picasso,1,Ciutat Vella,41.38633657544665,2.185381778970792
Àrea de Joc Infantil Plaça Vicenç Martorell,Pl Vicenç Martorell,1,Ciutat Vella,41.38419001591019,2.169458447664862
Àrea de Joc Infantil al Pou de la Figuera,C Jaume Giralt,1,Ciutat Vella,41.38750908961803,2.179324044932491
Àrea de Joc Infantil a la Ronda Guinardó - Sardenya,C Sardenya,7,Horta-Guinardó,41.41296478660009,2.16194897191688
Àrea de Joc Infantil a la Ronda Guinardó - Vinyals,C Vinyals,7,Horta-Guinardó,41.41891373815475,2.176127242487824
Àrea de Joc Infantil a la Ronda Guinardó - Castillejos - Thous - Cartagena,Rda Guinardó,7,Horta-Guinardó,41.41347022424228,2.169530792514859
Àrea de Joc Infantil,C Brusi,5,Sarrià-Sant Gervasi,41.40190618986122,2.1445306721232056
Àrea de Joc Infantil a la Plaça de La Farga,Pl Farga,3,Sants-Montjuïc,41.37248320682093,2.138045430696016
Àrea de Joc Infantil a la Plaça d'Herenni,Pl Herenni,3,Sants-Montjuïc,41.37666576437885,2.1434615903310066
Àrea de Joc Infantil a l'Avinguda Josep Tarradellas-Londres,Av Josep Tarradellas,2,Eixample,41.387596939318456,2.1432633031442947
Àrea de Joc Infantil,C Rosselló,2,Eixample,41.40905646782775,2.17845570799596
Àrea de Joc Infantil a la Plaça Valentí Almirall,Pl Valentí Almirall,10,Sant Martí,41.40881322657543,2.1923573414600472
Àrea de Joc Infantil a la Plaça Doctor Serrat,Pl Doctor Serrat,10,Sant Martí,41.41118345924236,2.186524797978158
Àrea de Joc Infantil a la Plaça Ferran Reyes,Pl Ferran Reyes,9,Sant Andreu,41.4182281540933,2.1856884037212594
Àrea de Joc Infantil a la Plaça de Miquel Casablancas i Joanico,C Dragó,9,Sant Andreu,41.43909636242605,2.1862730085834783
Àrea de Joc Infantil a Via Augusta - Passeig de la Bonanova,Via Augusta,5,Sarrià-Sant Gervasi,41.4001199426155,2.1231460512846074
Àrea de Joc Infantil a la Placeta Josep Maria Jaén,Pg Urrutia,8,Nou Barris,41.43471928004142,2.170246576143928
Àrea de Joc Infantil a la Plaça Garrigó,Pl Garrigó,8,Nou Barris,41.42893260963168,2.180515014087527
Àrea de Joc Infantil,Pl Sóller,8,Nou Barris,41.43354088046919,2.1771519171502733
Àrea de Joc Infantil,C Nou de la Rambla,1,Ciutat Vella,41.37732863079317,2.172497660823819
Àrea de Joc Infantil a la Plaça Allada-Vermell,C Allada-Vermell,1,Ciutat Vella,41.38706608110496,2.1805251737601914
Área de Joc Infantil a Felip II - Garcilaso - Concepció Arenal,C Felip II,9,Sant Andreu,41.42340707040116,2.183281705754509
Àrea de Joc Infantil a Alcalà de Guadaira,C Alcalá de Guadaira,10,Sant Martí,41.4173692878322,2.197020153377361
Àrea de Joc Infantil a la Plaça Font de la Mulassa,Pl Font de la Mulassa,7,Horta-Guinardó,41.42155326771743,2.1628588105487974
Àrea de Joc Infantil al Grup Juan Antonio Parera,C Menorca,10,Sant Martí,41.41849253556641,2.1952051391754104
Àrea de Joc Infantil,Pg Garcia Fària,10,Sant Martí,41.403066337607626,2.2134949655285365
Àrea de Joc Infantil a la Plaça de Llibertat Ródenas,Rbla Guipúscoa,10,Sant Martí,41.40309484033689,2.1839739994170677
Àrea de Joc Infantil Energía - F.Boix i Campo - Jane Addams - Foneria,C Energia,3,Sants-Montjuïc,41.36088435233433,2.134745469270965
Àrea de Joc Infantil a la Plaça del Mirall de Pedralbes,C Doctor Ferran,4,Les Corts,41.39052740831456,2.124324114512776
Àrea de Joc Infantil a Alfons el Magnànim - Cristobal de Moura - Jaume Fabré,C Alfons el Magnànim,10,Sant Martí,41.41462357140336,2.2173635120158117
Àrea de Joc Infantil a Alfons el Magnànim - Jaume Fabré - Llull,C Alfons el Magnànim,10,Sant Martí,41.41462357140336,2.2173635120158117
Àrea de Joc Infantil a l'Avinguda Meridiana - Passeig Santa Coloma,Av Meridiana,9,Sant Andreu,41.44490054787364,2.1875189400998707
Àrea de Joc Infantil a la Plaça Can Portabella,Pl Can Portabella,9,Sant Andreu,41.42933836122975,2.1941451917780963
Àrea de Joc Infantil a Palomar - Fernando Pessoa - Valentí Iglésias - Cinca,C Palomar,9,Sant Andreu,41.44218262977261,2.1925339062394187
Àrea de Joc Infantil a la Plaça de la Creu Roja,Pl Creu Roja,10,Sant Martí,41.4072987458489,2.1938028860246663
Àrea de Joc Infantil a la Rambla Prim - Cristobal de Moura - Pere IV,Rbla Prim,10,Sant Martí,41.41724215774458,2.2109852375850503
Àrea de Joc Infantil a la Plaça de les Heroïnes de Girona,Pl Heroïnes de Girona,10,Sant Martí,41.41037109380965,2.179749296470765
Àrea de Joc Infantil a la Plaça de la Cultura,Pl Cultura,10,Sant Martí,41.42115984619622,2.206952773862528
Àrea de Joc Infantil a l'Avinguda Meridiana - Consell de Cent - Aragó,Av Meridiana,10,Sant Martí,41.40813618173683,2.186585328983363
Àrea de Joc Infantil al Jardí Maresme,Rbla Prim,10,Sant Martí,41.41417507339098,2.2144556089632594
Àrea de Joc Infantil Ronda Guinardó,Rda Guinardó,6,Gràcia,41.4125292175309,2.1623918921439205
Àrea de Joc Infantil al Parc de Montjuïc- Plaça Sant Jordi,Pl Sant Jordi,3,Sants-Montjuïc,41.367063579634255,2.1447036283132217
Àrea de Joc Infantil d'Eduard Batiste Alentorn,C Dante Alighieri,7,Horta-Guinardó,41.42823937464338,2.157329846121439
Àrea de Joc Infantil a la Plaça Torre Llobeta,Pl Torre Llobeta,8,Nou Barris,41.42649939103045,2.1739776278713627
Àrea de Joc Infantil,C Rosselló,2,Eixample,41.38905618181703,2.1506484483874333
Àrea de Joc Infantil a la Plaça Doctor Emili Mira i Lopez,Quatre Camins,5,Sarrià-Sant Gervasi,41.40962676152451,2.1321225931704464
Àrea de Joc Infantil a Lisboa - Capcir,C Lisboa,7,Horta-Guinardó,41.429487374540415,2.1587493810415
Àrea de Joc Infantil,C Entença,4,Les Corts,41.39011204358769,2.138103837967807
Àrea de Joc Infantil a Alzinar - Pierola - Torre Vella,C Torre Vella,8,Nou Barris,41.46122809452083,2.183154431542967
Àrea de Joc Infantil a Via Favència,Via Favència,8,Nou Barris,41.446178732546905,2.1822446853910837
Àrea de Joc Infantil,C Floridablanca,2,Eixample,41.381849883524495,2.162758957752457
Àrea de Joc Infantil,C Calàbria,2,Eixample,41.379125348666456,2.1560154441457207
Àrea de Joc Infantil,Ptge Simó,2,Eixample,41.4044179127697,2.173147223912123
Àrea de Joc Infantil,C Robrenyo,3,Sants-Montjuïc,41.38271019938208,2.141062060935297
Àrea de Joc Infantil a l'Avinguda Mistral - Calàbria - Rocafort,Av Mistral,2,Eixample,41.376839078865125,2.1576794269687967
Àrea de Joc Infantil a l'Avinguda Mistral - Sepúlveda - Rocafort,Av Mistral,2,Eixample,41.375965811739896,2.154799388083032
Àrea de Joc Infantil al Passeig de Sant Joan - Rda. de Sant Pere,Pg Sant Joan,2,Eixample,41.39185186927396,2.17931961458674
Àrea de Joc Infantil a Alumini - Carretera del Prat,C Alumini,3,Sants-Montjuïc,41.35914056355483,2.133567521221204
Àrea de Joc Infantil a la Plaça Can Feu,C Flos i Calcat,4,Les Corts,41.38992990135287,2.131524620314728
Àrea de Joc Infantil a l'Avinguda Vallbona,Av Vallbona,8,Nou Barris,41.45711187783663,2.185293315783862
Àrea de Joc Infantil a Lorena,C Lorena,8,Nou Barris,41.43758929782253,2.1718937647856102
Àrea de Joc Infantil,Ctra Antiga d'Horta,2,Eixample,41.39388158736987,2.180271754306273
Àrea de Joc Infantil a les placetes de Camp Arriassa,C Camp Arriassa,10,Sant Martí,41.42580460315397,2.201194877110025
Àrea de Joc Infantil a Lima - Sas - Passeig Guayaquil,C Lima,9,Sant Andreu,41.43954666024614,2.2064361035676705
Àrea de Joc Infantil,C Josep Garí,5,Sarrià-Sant Gervasi,41.4157696917074,2.1353909998606846
Àrea de Joc Infantil,G.V. Corts Catalanes,2,Eixample,41.39375520641929,2.1735758584257865
Àrea de Joc Infantil,C Gerard Piera,4,Les Corts,41.38264628949055,2.129368235990972
Àrea de Joc Infantil,C Jiménez i Iglesias,4,Les Corts,41.38914631457455,2.122553324506228
Àrea de Joc Infantil,Av Diagonal,4,Les Corts,41.38456850097175,2.109439309349146
Àrea de Joc Infantil,C Constança,4,Les Corts,41.38794847130155,2.1362778541297525
Àrea de Joc Infantil,C Emèrita Augusta,4,Les Corts,41.379060590419655,2.1259668832260585
Àrea de Joc Infantil,C Nàpols,2,Eixample,41.39367157911195,2.1839578397165678
Àrea de Joc Infantil,C Rocafort,2,Eixample,41.379150292206944,2.153362410205503
Àrea de Joc Infantil,C Roger de Flor,2,Eixample,41.3973393328549,2.1752838810520454
Àrea de Joc Infantil,C Rosselló i Porcel,8,Nou Barris,41.43659306940482,2.183157005742885
Àrea de Joc Infantil,C Valentí Iglésias,9,Sant Andreu,41.440870385762,2.189750262522201
Àrea de Joc Infantil,C Felip II,9,Sant Andreu,41.427041938943965,2.1785261224343357
Àrea de Joc Infantil,Plaça de les Glòries Catalanes,10,Sant Martí,41.403683456120994,2.185280951483655
7Fun Center *Som Multiespai,Av Rio de Janeiro,8,Nou Barris,41.43512473027454,2.1810417657639785
Àrea de Joc Infantil,Parc de la Ciutadella,1,Ciutat Vella,41.38740227775724,2.1878170076398886
Àrea de Joc Infantil a la Plaça de la Revolució de Setembre 1868,Pl Revolució Setembre 1868,6,Gràcia,41.4026298353398,2.158483831544981
Àrea de Joc Infantil a Petrarca - Duero,C Petrarca,8,Nou Barris,41.42892757629283,2.1650288881654887
Àrea de Joc Infantil a la Plaça Primer de Maig,Pl Primer de Maig,8,Nou Barris,41.46551107578773,2.186347575068937
Àrea de Joc Infantil a la Plaça de la Prosperitat,Pl Prosperitat,8,Nou Barris,41.44020145966925,2.178864485000468
Àrea de Joc Infantil *Zona de Banys,Pl Fòrum,10,Sant Martí,41.41115585429956,2.228246030292729
Àrea de Joc Infantil Jardins Teixonera,C Arenys,7,Horta-Guinardó,41.421983244525215,2.1414857223253687
Àrea de Joc Infantil a la Plaça Zurbaran,Pl Zurbarán,7,Horta-Guinardó,41.42979628566236,2.143010057785469
Àrea de Joc Infantil al Parc de Montjuïc - El Polvorí,C Segura,3,Sants-Montjuïc,41.36490429050535,2.140595999967698
Àrea de Joc Infantil a la Rbla. de Badal - C. de la Constitució,Rbla Badal,3,Sants-Montjuïc,41.36871012193232,2.133158628920632
Àrea de Joc Infantil a la Plaça Laguna Lanao,Pl Laguna de Lanao,6,Gràcia,41.41730410537178,2.149474585080565
Àrea de Joc Infantil a la Plaça Meguidó,Pl Meguidó,7,Horta-Guinardó,41.42654906036758,2.13675224393638
Àrea de Joc Infantil a la Plaça Pilar Miró,Pl Pilar Miró,9,Sant Andreu,41.44801624430727,2.2010947918082677
Àrea de Joc Infantil a Pardo - Can Ros - Concepción Arenal,C Pardo,9,Sant Andreu,41.42664997759108,2.182578166918838
Àrea de Joc Infantil a l'Avinguda Rasos de Peguera - Pedraforca,Av Rasos de Peguera,8,Nou Barris,41.46019644724608,2.172956332944309
Àrea de Joc Infantil a la Plaça Roja de la Ciutat Meridiana,Pl Roja de la Ciutat Meridiana,8,Nou Barris,41.46140585570809,2.1789519439989724
Àrea de Joc Infantil al Passeig Ciutat de Mallorca - Piferrer - Estudiant,Pg Ciutat de Mallorca,8,Nou Barris,41.43315895297095,2.177570430942527
Àrea de Joc Infantil,Pl Dante,3,Sants-Montjuïc,41.36869876843101,2.165032237193022
Àrea de Joc Infantil a Darnius,C Darnius,8,Nou Barris,41.43479156124314,2.165956439152295
Àrea de Joc Infantil a la Rambla Guipúscoa - Biscaia - Lope de Vega,Rbla Guipúscoa,10,Sant Martí,41.41365579320005,2.193112645163126
Àrea de Joc Infantil a la Plaça de l'Aqüeducte,Pl Aqüeducte,8,Nou Barris,41.46027838128514,2.1770748314536585
Àrea de Joc Infantil a Garrofers - Escultor Ordoñez - Rio de Janeiro,C Garrofers,8,Nou Barris,41.43742404559201,2.1788860892593664
Àrea de Joc Infantil a Aiguablava - Bosc de Roquetes - Vila-real,C Vila-real,8,Nou Barris,41.45094986845143,2.185200537126916
Àrea de Joc Infantil a Mas Duran - Via Favència,Via Favència,8,Nou Barris,41.44512295803726,2.176823506768576
Àrea de Joc Infantil,C Vallespir,4,Les Corts,41.38491336528375,2.1335326462367803
Àrea de Joc Infantil,C Ràfols,5,Sarrià-Sant Gervasi,41.40167574739712,2.117049167834166
Àrea de Joc Infantil,C Rosselló,6,Gràcia,41.40342763377629,2.1705723072198726
Àrea de joc infantil,Pg Sant Joan Bosco,5,Sarrià-Sant Gervasi,41.39345626377472,2.128687898396678
Àrea de Joc Infantil al Passeig Maragall - Trinxant - Juan de Garay,Pg Maragall,9,Sant Andreu,41.418442599894185,2.18071358721629
Àrea de Joc Infantil,C Calàbria,2,Eixample,41.387183104339016,2.1453407025789164
Àrea de Joc Infantil,Foc,3,Sants-Montjuïc,41.35813057147215,2.1421295392287054
Àrea de Joc Infantil,C Foneria,3,Sants-Montjuïc,41.36033017546817,2.139567149055288
Àrea de Joc Infantil,Av Paral.lel,3,Sants-Montjuïc,41.37465533113636,2.1723249210316458
Àrea de Joc Infantil,C Mecànica,3,Sants-Montjuïc,41.35868566642352,2.138065067080016
Àrea de Joc Infantil,C Cuyàs,3,Sants-Montjuïc,41.37188357547375,2.141724784953601
Àrea de Joc Infantil al Passeig Valldaura - Guineueta - Caçador - Gasela,Pg Valldaura,8,Nou Barris,41.43931438061024,2.168245107891263
Àrea de Joc Infantil a la Plaça Can Galta Cremat,Pl Can Galta Cremat,9,Sant Andreu,41.44065441893439,2.1872097122371743
Àrea de Joc Infantil a Segur - Samaniego,C Segur,7,Horta-Guinardó,41.42322986199572,2.1437504957468785
Àrea de Joc Infantil a Conca de Tremp - Sigüenza - Passatge Calafell,C Conca de Tremp,7,Horta-Guinardó,41.42391523016032,2.155067835137865
Àrea de Joc Infantil,Av Roma,2,Eixample,41.38075617755928,2.1457134578382
Àrea de Joc Infantil,C Manso,2,Eixample,41.37616602998034,2.160950888539149
Àrea de Joc Infantil,C Sardenya,2,Eixample,41.396430531410594,2.1834968458139024
Àrea de Joc Infantil a Cinca - Valentí Iglésias - Fernando Pessoa - Estefania Requesens,C Cinca,9,Sant Andreu,41.44040986698121,2.192222142585459
Àrea de Joc Infantil a la Plaça de la Hispano Suïssa,Pl Hispano Suïssa,9,Sant Andreu,41.42248576940825,2.189607050562668
Àrea de Joc Infantil a Antonio Machado - Federico G. Lorca - M. Hernández - Ronda Guineueta  Vella,C Antonio Machado,8,Nou Barris,41.44401566268819,2.169064063421935
Àrea de Joc Infantil al Passeig Valldaura - Via Favència - Guineueta,Pg Valldaura,8,Nou Barris,41.43953322493437,2.1660420503659727
Àrea de Joc Infantil al Passeig Valldaura - Isard - Caçador - Esquirol Volador,Pg Valldaura,8,Nou Barris,41.43870862043403,2.173862781918652
Àrea de Joc Infantil a Costabona,C Costabona,8,Nou Barris,41.46277009445166,2.178394455668363
Àrea de Joc Infantil a Costabona - Les Agudes,C Agudes,8,Nou Barris,41.461957846820106,2.177590948017496
Àrea de Joc Infantil al Passeig Verdum - Valldemossa - Formentor,Pg Verdum,8,Nou Barris,41.43648904056126,2.173123306344414
Àrea de Joc Infantil a l'Avinguda Rasos de Peguera - Vallcivera,Av Rasos de Peguera,8,Nou Barris,41.459611123519416,2.1737871041583694
Àrea de Joc Infantil a Passeig Andreu Nin - Passeig Valldaura,Pg Andreu Nin,8,Nou Barris,41.4388727498139,2.1830176865631783
Àrea de Joc Infantil,Comtes de Bell-lloc,3,Sants-Montjuïc,41.37888989600432,2.1383570245016768
Àrea de Joc Infantil a Bernat Metge - Perpinyà - Lluis Dalmau - Alfons el Magnànim,Carrer de Bernat Metge,10,Sant Martí,41.419162256886565,2.210078731465606
Àrea de Joc Infantil a la Plaça Mercè Capsir,Pl Mercè Capsir,10,Sant Martí,41.41519260391546,2.1967305348783266
Àrea de Joc Infantil a Aragó - Guipúscoa,C Aragó,10,Sant Martí,41.41236831489123,2.192365797100661
Àrea de Joc Infantil a LLull - Avinguda Diagonal - Rambla Prim,Rbla Prim,10,Sant Martí,41.41190829129298,2.218046973052581
Àrea de Joc Infantil a la Plaça Jaume Huguet,Pl Jaume Huguet,10,Sant Martí,41.41739922810632,2.212174677236123
Àrea de Joc Infantil a la Plaça Raimón Casellas,Pl Raimon Casellas,7,Horta-Guinardó,41.41620892945189,2.1592392296710368
Àrea de Joc Infantil  als Jardins Trinitat Nova,C Tamariu,8,Nou Barris,41.44914567844157,2.185376794635227
Àrea de Joc Infantil a la Plaça de les Roquetes,C Vidal i Guasch,8,Nou Barris,41.44813834559459,2.1761469581472515
Àrea de Joc Infantil *Plaça del Fòrum,Pl Fòrum,10,Sant Martí,41.40986612514957,2.2217161183159804
Àrea de Joc Infantil,Pg Castanyers,7,Horta-Guinardó,41.43795699525775,2.14756138131307
Àrea de Joc Infantil a Pujades - Marina - Camí Antic de Mataró,C Pujades,10,Sant Martí,41.39267371971688,2.188646291317339
Àrea de Joc Infantil a Rambla Prim - Veneçuela,C Veneçuela,10,Sant Martí,41.41481499184631,2.2134651033133674
Àrea de Joc Infantil a Pujades - Maresme - Rambla Prim,C Pujades,10,Sant Martí,41.41296423846117,2.215904433050186
Àrea de Joc Infantil a la Plaça Buenaventura Durruti,Pl Buenaventura Durruti,3,Sants-Montjuïc,41.36382108604971,2.140157679451349
Àrea de Joc Infantil,C Llull,10,Sant Martí,41.40379216389055,2.2056310183411125
Àrea de Joc Infantil a Bilbao - Castella - Marroc - Bolívia,C Bilbao,10,Sant Martí,41.40725849896099,2.197446096100931
Àrea de Joc Infantil a la Plaça Carme Montoriol,Pl Carme Montoriol,10,Sant Martí,41.41274281118408,2.184626575263448
Àrea de Joc Infantil a Lanzarote - Guardiola I Feliu,C Lanzarote,9,Sant Andreu,41.4393524465788,2.1901719571622347
Àrea de Joc Infantil,Pg Santa Coloma,9,Sant Andreu,41.44255954857573,2.194517278948506
Àrea de Joc Infantil,C Síndic Rahola,7,Horta-Guinardó,41.44061374485373,2.1527809830615108
Àrea de Joc Infantil,Pg Garcia Fària,10,Sant Martí,41.403066337607626,2.2134949655285365
Àrea de Joc Infantil a Ramon Turró - Joan Miró,C Ramon Turró,10,Sant Martí,41.39178906442275,2.1922615457766006
Àrea de Joc Infantil a Peru - Rambla Poblenou -Bolívia - Llacuna,Rambla del Poblenou,10,Sant Martí,41.40585554057087,2.193730161850437
Àrea de Joc Infantil a la Plaça Joaquim Xirau i Palau,Ptge Pau,1,Ciutat Vella,41.37851784817863,2.1770620503358336
Àrea de Joc Infantil,C Can Caralleu,5,Sarrià-Sant Gervasi,41.402618664819705,2.11510145333467
Àrea de Joc Infantil,Escultors Claperós,10,Sant Martí,41.40847228003916,2.1900153665666733
Àrea de Joc Infantil,C Menorca,10,Sant Martí,41.41989650584672,2.198051769477209
Àrea de Joc Infantil,C Montevideo,5,Sarrià-Sant Gervasi,41.39940218424315,2.112199777559347
Àrea de Joc Infantil,C Manacor,5,Sarrià-Sant Gervasi,41.40735340551432,2.1430718412373517
Àrea de Joc Infantil a Plaça Sanlley,Pl Sanllehy,7,Horta-Guinardó,41.41405877453199,2.160657314371601
Àrea de Joc Infantil a la Plaça de la Taxonera,C Fastenrath,7,Horta-Guinardó,41.42253427048336,2.1467561344863686
Àrea de Joc Infantil a la Plaça Vista Park,Pl Vista Park,7,Horta-Guinardó,41.41718449653427,2.157143567952812
Àrea de Joc Infantil als Jardins Campillo de a Virgen (Villatorta - S Feliu de Codines),Ptge Brull,8,Nou Barris,41.45838368572876,2.1764319944473582
Àrea de Joc Infantil a la Plaça Eucaliptus,Pl Eucaliptus,8,Nou Barris,41.45986412524805,2.1807542555731865
Àrea de Joc Infantil a la Plaça de les Dones de Nou Barris,Pl Les Dones de Nou Barris,8,Nou Barris,41.44738904599905,2.1794515153249754
Àrea de Joc Infantil a Castellví - Lliçà,C Castellví,8,Nou Barris,41.45408249218004,2.172016591147104
Àrea de Joc Infantil a la Plaça de la Pomera,C Rubén Darío,9,Sant Andreu,41.43406514177344,2.188886071113499
Àrea de Joc Infantil,Trav Corts,4,Les Corts,41.379963007510526,2.1260142603721954
Àrea de Joc Infantil,C Muntaner,5,Sarrià-Sant Gervasi,41.40536533899808,2.135308972460361
Àrea de Joc Infantil a Penyal,C Penyal,7,Horta-Guinardó,41.42219172934404,2.163382773892744
Àrea de Joc Infantil,C Lope de Vega,10,Sant Martí,41.41162448134339,2.194280763269848
Àrea de Joc Infantil,Pg Mare de Déu del Coll,6,Gràcia,41.419264262411424,2.1462520569914063
Àrea de Joc Infantil,C Mossèn Batlle,6,Gràcia,41.40922026538436,2.152866334157939
Àrea de Joc Infantil a Via Favència - Palamos - Pedrosa - S'Agaró,Via Favència,8,Nou Barris,41.44709030203085,2.1863921447285133
Àrea de Joc Infantil a Aiguablava - La Fosca - Chafarinas - Empuries - Fenals,C Aiguablava,8,Nou Barris,41.44832641973938,2.1818616319623425
Àrea de Joc Infantil a Alfons el Magnànim - Lluis Borrassa - Sant Ramon de Penyafort - Jaume Fabré,C Alfons el Magnànim,10,Sant Martí,41.41462357140336,2.2173635120158117
