register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿99299135854,Àrea d'Esbarjo per a Gossos,92086012013,Parc de Joan Miró,1999-10-26T00:00:00+02:00,2016-12-05T13:00:35+01:00,,,018505,C Aragó,2,,09,la Nova Esquerra de l'Eixample,02,Eixample,08015,BARCELONA,True,,,,,,,,,,,,,,428701.37618589995,4581163.840476295,41.378838623153996,2.1473347473580113
﻿99299184629,Àrea d'Esbarjo per a Gossos,99299184508,Jardins Menendez y Pelayo,1999-10-26T00:00:00+02:00,2020-06-03T11:15:04+02:00,,,189905,C Maignon,54,,30,la Salut,06,Gràcia,08024,BARCELONA,True,,,,,,,,,,,,,,429195.35366419674,4584579.47625846,41.40964562414508,2.152842287149376
﻿99316125243,Àrea d'Esbarjo per a Gossos,92086017159,Parc de la Pegaso,1999-11-12T00:00:00+01:00,2020-06-03T12:25:09+02:00,,,290159,C Rovira i Virgili,12,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,,,,,,432222.79184833984,4586616.731020367,41.42825550551027,2.1888328807705135
﻿99316130457,Àrea d'Esbarjo per a Gossos,96113125023,Parc del Poblenou,1999-11-12T00:00:00+01:00,2016-12-05T12:58:37+01:00,,,700654,Av Litoral,59,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,,,,,,433811.33011924697,4583102.34259951,41.39673482773773,2.20822742963355
﻿99308124947,Àrea d'Esbarjo per a Gossoss  *Plaça Olivereta,,,1999-11-04T00:00:00+01:00,2016-12-05T13:05:04+01:00,,,701140,Pl Olivereta,1,,17,Sants - Badal,03,Sants-Montjuïc,08028,BARCELONA,True,,,,,,,,,,,,,,427169.359231686,4580471.786905311,41.37246836094022,2.1290984089763962
﻿99308130308,Àrea d'Esbarjo per a Gossos,92086027340,Parc de les Corts,1999-11-04T00:00:00+01:00,2020-10-01T13:46:49+02:00,,,700143,Pl Corts,1,,19,les Corts,04,Les Corts,08029,BARCELONA,True,,,,,,,,,,,,,,427769.3170642672,4582021.556907618,41.3864806148084,2.1360871520762537
﻿99308133420,Àrea d'Esbarjo per a Gossos,98224200832,Jardins Can Cuiàs,1999-11-04T00:00:00+01:00,2016-12-05T13:05:08+01:00,,,199909,C Marquès de Sentmenat,19,,19,les Corts,04,Les Corts,08014,BARCELONA,True,,,,,,,,,,,,,,427700.163774301,4581845.528610589,41.38488898502414,2.13528114304429
﻿99308133847,Àrea d'Esbarjo per a Gossos,92086012405,Jardins Joaquim Ruyra,1999-11-04T00:00:00+01:00,2020-06-03T09:20:59+02:00,,,330708,C Taquígraf Garriga,154,,19,les Corts,04,Les Corts,08029,BARCELONA,True,,,,,,,,,,,,,,427911.07562348206,4582314.736077126,41.38913388090289,2.1377475781953947
﻿99316132204,Àrea d'Esbarjo per a Gossos,92086017160,Parc del Clot,1999-11-12T00:00:00+01:00,2021-04-26T13:19:36.144010+02:00,,,113506,Carrer dels Escultors Claperós,55,63,65,el Clot,10,Sant Martí,08018,Barcelona,True,,,,,,,,,,,,,,432301.26537398004,4584419.35433973,41.4084710539252,2.190017916377695
﻿97314155107,Àrea d'Esbarjo per a Gossos  * carrer Cinca,,,1997-11-10T00:00:00+01:00,2016-12-05T13:00:47+01:00,,,078700,Carrer del Cinca,13,,60,Sant Andreu,09,Sant Andreu,08030,Barcelona,True,,,,,,,,,,,,,,432526.8377171245,4587514.147337437,41.43636383001619,2.192371216460914
﻿99299175123,Àrea d'Esbarjo per a Gossos  *Carrer Esteve Terrades,,,1999-10-26T00:00:00+02:00,2016-12-05T13:00:30+01:00,,,116901,C Esteve Terradas,16,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,,,,,,,,,,,,,428231.81892382435,4585044.599520533,41.41374933906606,2.141259928946419
﻿99299182652,Àrea d'Esbarjo per a Gossos,95178125204,Jardí Doctor Comas i Llaberia,1999-10-26T00:00:00+02:00,2016-12-05T13:05:22+01:00,,,158107,Av Vallcarca,218,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,,,,,,,,,,,,,428284.50533701957,4585397.294093445,41.416930612365384,2.141848467458373
﻿99400344536,Àrea d'Esbarjo per a Gossos,99278142252,Jardins Can Brasó,2014-06-06T00:00:00+02:00,2016-12-05T13:05:31+01:00,,,172709,C Juan de Mena,10,,41,la Vall d'Hebron,07,Horta-Guinardó,08035,BARCELONA,True,,,,,,,,,,,,,,428810.850891775,4586977.629803165,41.43121082706346,2.1479600231800777
﻿99400344541,Àrea d'Esbarjo per a Gossos,95109130139,Jardins del  Baix Guinardó,2014-06-06T00:00:00+02:00,2020-06-03T11:49:04+02:00,,,344101,Trav Gràcia,385,,33,el Baix Guinardó,07,Horta-Guinardó,08025,BARCELONA,True,,,,,,,,,,,,,,430517.40482267167,4584581.420513669,41.409778507236084,2.1686584215423337
﻿99400344544,Àrea d'Esbarjo per a Gossos,99085103903,Jardins Frederica Montseny,2014-06-06T00:00:00+02:00,2016-12-05T13:02:36+01:00,,,017557,C Antic del Guinardó,12,,35,el Guinardó,07,Horta-Guinardó,08041,BARCELONA,True,,,,,,,,,,,,,,431045.0705100832,4585495.972705495,41.41806100301206,2.1748669385202937
﻿97317150715,Àrea d'Esbarjo per a Gossos *Escultor Claperòs - Aragó,,,1997-11-13T00:00:00+01:00,2021-04-26T11:01:55.732293+02:00,,,113506,Carrer dels Escultors Claperós,87,,65,el Clot,10,Sant Martí,08018,Barcelona,True,,,,,,,,,,,,,,432378.7215543077,4584733.360291932,41.41130572984024,2.1909094625583485
﻿99400344079,Àrea d'Esbarjo per a Gossos,99400344074,Jardins del Doctor Duran i Reynals,2014-06-02T00:00:00+02:00,2017-05-02T16:46:36+02:00,,,070607,C Casanova,145,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,BARCELONA,True,,,,,,,,,,,,,,429184.8652235782,4582405.230463349,41.39006208376872,2.1529711276398347
﻿97317182921,Àrea d'Esbarjo per a Gossos * Passatge Xinxó,,,1997-11-13T00:00:00+01:00,2016-12-05T13:01:41+01:00,,,368609,Ptge Xinxó,1,,37,el Carmel,07,Horta-Guinardó,08032,BARCELONA,True,,,,,,,,,,,,,,429351.6267562518,4586438.203172756,41.42640018568979,2.1544947554770597
﻿99308122147,Àrea d'Esbarjo per a Gossos,92086012240,Jardins Can Mantega,1999-11-04T00:00:00+01:00,2016-12-05T13:04:38+01:00,,,172403,C Joan Güell,53,,18,Sants,03,Sants-Montjuïc,08028,BARCELONA,True,,,,,,,,,,,,,,427536.6755189124,4581124.362613964,41.378379016249056,2.133412246511717
﻿99308125713,Àrea d'Esbarjo per a Gossos,99308125546,Jardins del Port Romà,1999-11-04T00:00:00+01:00,2016-12-05T13:02:55+01:00,,,135203,C Foc,99,,13,la Marina de Port,03,Sants-Montjuïc,08038,BARCELONA,True,,,,,,,,,,,,,,428468.8549053536,4579007.345483063,41.35939518170007,2.1448087034645433
﻿99309152432,Àrea d'Esbarjo per a Gossos,92086011958,Parc del Turó de la Peira,1999-11-05T00:00:00+01:00,2020-06-04T17:14:26+02:00,,,119003,Pg Fabra i Puig,396,,46,el Turó de la Peira,08,Nou Barris,08031,BARCELONA,True,,,,,,,,,,,,,,430165.4027472453,4586965.078207729,41.431216698101665,2.1641719956856984
﻿99309153114,Àrea d'Esbarjo per a Gossos,92086011957,Parc de la Guineueta,1999-11-05T00:00:00+01:00,2020-06-09T09:44:14+02:00,,,276103,Carrer de l'Isard,2,2,48,la Guineueta,08,Nou Barris,08042,Barcelona,True,,,,,,,,,,,,,,430718.62520054,4587843.344099491,41.43917480827107,2.170691986028303
﻿99400344571,Àrea d'Esbarjo per a Gossos Conca - Sant Antoni Maria Claret - Indústria,98274131202,Jardins de Can Miralletes,2014-06-06T00:00:00+02:00,2019-10-01T14:05:03+02:00,,,297001,C Sant Antoni Maria Claret,310,,64,el Camp de l'Arpa del Clot,10,Sant Martí,08041,BARCELONA,True,,,,,,,,,,,,,,431352.7976084773,4585071.602905039,41.41426519749023,2.1785970770178253
﻿99400344574,Àrea d'Esbarjo per a Gossos,99133092609,Jardins del Clot de la Mel,2014-06-06T00:00:00+02:00,2016-12-05T13:03:21+01:00,,,180401,C Lope de Vega,280,,65,el Clot,10,Sant Martí,08018,BARCELONA,True,,,,,,,,,,,,,,432660.8159665571,4584766.121146274,41.41162448134339,2.1942807632698473
﻿99400344577,Àrea d'Esbarjo per a Gossos,92086012496,Jardins Valent Petit,2014-06-06T00:00:00+02:00,2020-07-23T11:06:46+02:00,,,160903,Pl Ildefons Cerdà,1,,13,la Marina de Port,03,Sants-Montjuïc,08014,BARCELONA,True,,,,,,,,,,,,,,427764.84762154357,4579628.707264949,41.36492871730164,2.136318854001666
﻿99400344582,Àrea d'Esbarjo per a Gossos,99400214923,Jardins de Mercè Rodoreda,2014-06-06T00:00:00+02:00,2020-06-03T16:41:52+02:00,,,279600,Av República Argentina,157,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,,,,,,,,,,,,,428429.36206168076,4584779.742144613,41.4113814955394,2.143654702418602
﻿97316211230,Àrea d'Esbarjo per a Gossos  *Santander - Pg. Enric Sanchis,,,1997-11-12T00:00:00+01:00,2020-06-03T12:32:57+02:00,,,318906,C Santander,95,,59,el Bon Pastor,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,,,,,,433648.17491434567,4587112.271474414,41.432837694695316,2.2058360810863666
﻿93132120204,Àrea d'Esbarjo per a Gossos  *Plaça Congrés Eucarístic,,,1993-05-12T00:00:00+02:00,2016-12-05T13:02:09+01:00,,,088704,Pl Congrés Eucarístic,1,,62,el Congrés i els Indians,09,Sant Andreu,08027,BARCELONA,True,,,,,,,,,,,,,,431562.72131861,4586307.157904284,41.42541132308801,2.180968877552914
﻿93132095836,Àrea d'Esbarjo per a Gossos  *Jardins Manuel J. Arnalot,,,1993-05-12T00:00:00+02:00,2020-06-03T12:02:47+02:00,,,226604,C Natzaret,52,,39,Sant Genís dels Agudells,07,Horta-Guinardó,08035,BARCELONA,True,,,,,,,,,,,,,,427853.8223059923,4586392.132305642,41.42585212365064,2.1365767699075877
﻿99400336456,Àrea d'Esbarjo per a Gossos,92086011933,Parc del Castell de l'Oreneta,2014-02-26T00:00:00+01:00,2020-06-03T09:40:20+02:00,,,218402,C Montevideo,33,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,BARCELONA,True,,,,,,,,,,,,,,425938.8265477088,4583429.323777478,41.3989932858745,2.114023957049352
﻿99400364528,Àrea d'Esbarjo per a Gossos  *Jardins de Martí Luter - Passatge Maluquer,,,2014-11-28T08:51:55+01:00,2020-06-03T09:47:07+02:00,,,190904,Ptge Maluquer,12,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,,,,,,,,,,,,,427849.16875240474,4584519.993553964,41.40899017717368,2.1367443930848147
﻿99400369662,Àrea d'Esbarjo per a Gossos,99400354178,Jardins d'Eduard Batiste Alentorn,2015-01-28T00:00:00+01:00,2018-03-28T14:27:15+02:00,,,097807,C Dante Alighieri,74,,37,el Carmel,07,Horta-Guinardó,08032,BARCELONA,True,,,,,,,,,,,,,,429599.76031805674,4586579.009852353,41.42769015831456,2.157447662343646
﻿99400344569,Àrea d'Esbarjo per a Gossos,99400201005,Parc del Centre del Poblenou,2014-06-06T00:00:00+02:00,2020-04-03T11:53:32+02:00,,,144601,Av Diagonal,130,,71,Provençals del Poblenou,10,Sant Martí,08018,BARCELONA,True,,,,,,,,,,,,,,433113.5806764498,4584225.555507102,41.40679356695045,2.1997573736435094
﻿99308172610,Àrea d'Esbarjo per a Gossos,92086011942,Turó Park - Parc del Poeta Eduard Marquina,1999-11-04T00:00:00+01:00,2020-06-03T09:57:57+02:00,,,188709,C Francesc Pérez-Cabrero,5,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,BARCELONA,True,,,,,,,,,,,,,,428122.1744573283,4582850.008899705,41.39397376518052,2.140208725788176
﻿99400471277,Àrea d'Esbarjo per a Gossos *avinguda Meridiana - Via Favència  - Cooperació,,,2016-12-05T12:43:34+01:00,2021-04-26T18:56:45.184697+02:00,,,209900,Avinguda Meridiana,575,,52,la Prosperitat,08,Nou Barris,08016,Barcelona,True,,,,,,,,,,,,,,432112.8829556757,4588662.641829151,41.446673015876264,2.1872877534059483
﻿99400369666,Àrea d'Esbarjo per a Gossos *Aragó - Bilbao - Lope de Vega,,,2015-01-28T12:04:15+01:00,2020-06-03T16:03:53+02:00,,,153205,Rbla Guipúscoa,15,,65,el Clot,10,Sant Martí,08018,BARCELONA,True,,,,,,,,,,,,,,432565.28884901403,4584992.543919685,41.41365579320005,2.193112645163126
﻿99316140049,Àrea d'Esbarjo per a Gossos *Plaça Heroïnes de Girona,,,1999-11-12T00:00:00+01:00,2020-07-29T13:10:18+02:00,,,289105,C Rosselló,518,,64,el Camp de l'Arpa del Clot,10,Sant Martí,08026,BARCELONA,True,,,,,,,,,,,,,,431456.3506983291,4584602.498499719,41.4100489688419,2.179889170443603
﻿99299170748,Àrea d'Esbarjo per a Gossos,92086012469,Jardins de Montserrat,1999-10-26T00:00:00+02:00,2016-12-05T13:02:01+01:00,,,289105,C Rosselló,79,,09,la Nova Esquerra de l'Eixample,02,Eixample,08029,BARCELONA,True,,,,,,,,,,,,,,428662.66240518354,4581904.899235682,41.3855096403057,2.1467845738423037
﻿99299172134,Àrea d'Esbarjo per a Gossos,92086028091,Parc de l'Estació del Nord,1999-10-26T00:00:00+02:00,2016-12-05T12:59:08+01:00,,,225500,C Nàpols,70,,05,el Fort Pienc,02,Eixample,08018,BARCELONA,True,,,,,,,,,,,,,,431651.91718213196,4582714.87194998,41.393064355878494,2.1824419747261214
﻿99400344019,Àrea d'Esbarjo per a Gossos,92086032290,Jardins Interior d'Illa de la Indústria,2014-06-02T00:00:00+02:00,2016-12-05T13:02:08+01:00,,,161407,C Indústria,109,,06,la Sagrada Família,02,Eixample,08025,BARCELONA,True,,,,,,,,,,,,,,430713.69595801353,4584377.727540115,41.40796085984798,2.1710300807550866
﻿99400344023,Àrea d'Esbarjo per a Gossos  *Plaça Sagrada Família,,,2014-06-02T12:14:51+02:00,2016-12-05T13:04:14+01:00,,,292201,Pl Sagrada Família,1,,06,la Sagrada Família,02,Eixample,08013,BARCELONA,True,,,,,,,,,,,,,,430857.5626973769,4583711.630065452,41.40197393230216,2.1728272813678537
﻿99400344024,Àrea d'Esbarjo per a Gossos  *Plaça Doctor Letamendi,,,2014-06-02T12:18:43+02:00,2018-01-05T13:42:08+01:00,,,102805,Pl Doctor Letamendi,1,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08007,BARCELONA,True,,,,,,,,,,,,,,429862.48467303556,4582234.614269345,41.38858477541762,2.161095138073648
﻿93130123535,Àrea  d'Esbarjo per a Gossos  *Bosch i Gimpera,,,1993-05-10T00:00:00+02:00,2016-12-05T12:56:45+01:00,,,062700,C Bosch i Gimpera,15,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,,,,,,426271.6414176406,4582956.204465279,41.3947627001385,2.118062495679003
﻿93131102525,Àrea d'Esbarjo per a Gossos,96304101944,Jardins Marià Manent,1993-05-11T00:00:00+02:00,2020-06-03T16:38:00+02:00,,,159100,C Hurtado,9,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,,,,,,,,,,,,,428205.1122624878,4584672.797139807,41.41039828659785,2.1409845236872753
﻿99308124008,Àrea d'Esbarjo per a Gossos,95041113822,Jardins Hortes Sant Bertran,1999-11-04T00:00:00+01:00,2016-12-05T13:02:15+01:00,,,361009,C Vila i Vilà,2,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,,,,,,,,,,,,,430977.8141988339,4580446.661949762,41.37257769483535,2.1746377388230287
﻿99308172425,Àrea d'Esbarjo per a Gossos,92086011938,Parc Turó del Putget,1999-11-04T00:00:00+01:00,2016-12-05T12:57:29+01:00,,,191408,C Manacor,9,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,,,,,,,,,,,,,428373.25069907197,4584345.443367382,41.407464947326254,2.1430348062786257
﻿99400591151,Àrea d'Esbarjo per a Gossos *Park Güell Forestal,,,2018-05-04T12:42:54+02:00,2020-06-03T11:31:29+02:00,,,120104,C Farigola,66,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,,,,,,,,,,,,,428778.48959392746,4585143.172675094,41.41468577944135,2.1477887991894415
﻿97317195815,Àrea d'Esbarjo per a Gossos *Juan de Mena-Vall Hebrón,,,1997-11-13T00:00:00+01:00,2016-12-05T13:01:27+01:00,,,172709,C Juan de Mena,1,,41,la Vall d'Hebron,07,Horta-Guinardó,08035,BARCELONA,True,,,,,,,,,,,,,,428786.9741365302,4586916.108397569,41.43065461392242,2.1476815282049206
﻿99400344534,Àrea d'Esbarjo per a Gossos,99146140904,Jardins Jaume Planas i Alemany,2014-06-06T00:00:00+02:00,2016-12-05T13:01:54+01:00,,,185700,C Llobregós,201,,37,el Carmel,07,Horta-Guinardó,08032,BARCELONA,True,,,,,,,,,,,,,,429248.54184461245,4586021.019216916,41.42263370942472,2.1533099998848826
﻿99400344548,Àrea d'Esbarjo per a Gossos,99400072463,Jardins de Josep Munté,2014-06-06T00:00:00+02:00,2021-04-26T13:33:17.022379+02:00,,,257142,Carrer del Pintor Ribalta,2,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,Barcelona,True,,,,,,,,,,,,,,426093.4537380351,4581147.970995451,41.378460384452616,2.1161518520857987
﻿99400344567,Àrea d'Esbarjo per a Gossos,99361132137,Jardins de Gandhi,2014-06-06T00:00:00+02:00,2016-12-05T13:04:17+01:00,,,110009,C Ramon Turró,267,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,,,,,,433786.5242065595,4583883.7599727735,41.40377081522657,2.2078452555244152
﻿99400344578,Àrea d'Esbarjo per a Gossos,96261095328,Jardins de Màlaga,2014-06-06T00:00:00+02:00,2016-12-05T13:03:58+01:00,,,285104,C Robrenyo,126,,18,Sants,03,Sants-Montjuïc,08029,BARCELONA,True,,,,,,,,,,,,,,428181.1181515693,4581598.836120583,41.382710199382075,2.141062060935297
﻿99400344584,Àrea d'Esbarjo  per a Gossos *Pg Maragall -Trinxant - Juan de Garay,,,2014-06-06T15:45:17+02:00,2016-12-05T12:57:05+01:00,,,172200,C Juan de Garay,10,,63,Navas,09,Sant Andreu,08041,BARCELONA,True,,,,,,,,,,,,,,431561.44650389464,4585456.555194593,41.41775012907441,2.181049883078466
﻿99400364407,Àrea d'Esbarjo per a Gossos,93188125133,Parc de la Trinitat,2014-11-26T00:00:00+01:00,2020-06-03T17:11:06+02:00,,,314100,Pg Santa Coloma,99,,57,la Trinitat Vella,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,,,,,,432875.57207478787,4588809.022794804,41.44805555578773,2.196401168622237
﻿99400344549,Àrea d'Esbarjo per a Gossos,92086012239,Jardí Bacardí,2014-06-06T00:00:00+02:00,2018-02-26T11:50:16+01:00,,,343903,Trav Corts,102,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,,,,,,,,,,,,,426796.4286804847,4581289.721840472,41.37980133620598,2.12454065945754
﻿99400344550,Àrea d'Esbarjo per a Gossos,99188085228,Jardins de la Font dels Ocellets,2014-06-06T00:00:00+02:00,2016-12-05T13:04:04+01:00,,,029104,C Jiménez i Iglesias,6,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,,,,,,426640.75596746104,4582328.868665988,41.389146314574546,2.122553324506228
﻿99400344553,Àrea d'Esbarjo per a Gossos,99400320168,Parc de Can Rigal,2014-06-06T00:00:00+02:00,2016-12-05T13:00:53+01:00,,,700811,Av Albert Bastardas,23,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,,,,,,,,,,,,,425389.46134840685,4581341.657025958,41.38013985901563,2.1077099396502015
﻿99400291712,Àrea d'Esbarjo per a Gossos,96269141552,Parc de la Barceloneta,2012-04-26T00:00:00+02:00,2018-06-01T12:15:24+02:00,,,197903,Pg Marítim Barceloneta,15,,03,la Barceloneta,01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,432463.24352394824,4581584.832139807,41.38295492977149,2.1922718564968324
﻿99400364538,Àrea d'Esbarjo per a Gossos Torrent del Remei *Park Güell Forestal,,,2014-11-28T09:42:00+01:00,2020-06-03T11:32:45+02:00,,,340905,C Torrent del Remei,12,,29,el Coll,06,Gràcia,08023,BARCELONA,True,,,,,,,,,,,,,,428843.9939190839,4585326.311903539,41.4163410420112,2.1485509758199597
﻿99400344566,Àrea d'Esbarjo per a Gossos,157123029,Parc de La Maquinista de Sant Andreu,2014-06-06T00:00:00+02:00,2021-03-22T15:41:47.207921+01:00,,,123306,Carrer de Ferran Junoy,,,59,el Bon Pastor,09,Sant Andreu,08030,Barcelona,False,,,,,,,,,,,,,,432738.71799941,4587553.920993751,41.43673983289529,2.194902677273809
﻿99400344575,Àrea d'Esbarjo per a Gossos,99400191003,Parc de la Primavera,2014-06-06T00:00:00+02:00,2016-12-05T12:59:54+01:00,,,086902,C Nou de la Rambla,203,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,,,,,,,,,,,,,430239.2994283526,4580219.047020415,41.370463961160546,2.1658337161656225
﻿99400369664,Àrea d'Esbarjo per a Gossos,98224202525,Jardins Can Feu,2015-01-28T00:00:00+01:00,2020-06-03T09:25:44+02:00,,,128059,C Flos i Calcat,9,,19,les Corts,04,Les Corts,08034,BARCELONA,True,,,,,,,,,,,,,,427192.7475755828,4582452.474579286,41.39030973515104,2.129140080090244
