NAME,CREATED,ROAD,addresses_district_id,addresses_district_name,LATITUDE,LONGITUDE
Centre Esportiu Municipal la Bordeta,2005,C Noguera Pallaresa,3.0,Sants-Montjuïc,41.372137142800845,2.139359752043456
Centre Esportiu Municipal la Bordeta,2005,C Noguera Pallaresa,3.0,Sants-Montjuïc,41.372137142800845,2.139359752043456
Centre Cívic La Cadena,1987,Carrer de la Mare de Déu de Port,3.0,Sants-Montjuïc,41.36419051493964,2.139088742010841
Centre Cívic La Cadena,1987,Carrer de la Mare de Déu de Port,3.0,Sants-Montjuïc,41.36419051493964,2.139088742010841
Institut Montserrat,1984,C Copèrnic,5.0,Sarrià-Sant Gervasi,41.40187095521701,2.14309785173122
Institut Montserrat,1984,C Copèrnic,5.0,Sarrià-Sant Gervasi,41.40187095521701,2.14309785173122
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Centre Esportiu Municipal Joan Miró,1991,C Diputació,2.0,Eixample,41.37849159415273,2.1510038683628
Casal de Gent Gran Pau Casals,1985,C Juan Ramón Jiménez,8.0,Nou Barris,41.44214479793018,2.162182397041679
Casal de Gent Gran Pau Casals,1985,C Juan Ramón Jiménez,8.0,Nou Barris,41.44214479793018,2.162182397041679
Casal de Gent Gran Casa Nostra,1985,C Maladeta,8.0,Nou Barris,41.43286932439506,2.176298036903024
Casal de Gent Gran Casa Nostra,1985,C Maladeta,8.0,Nou Barris,41.43286932439506,2.176298036903024
Centre Cívic Guinardó,1984,Ronda del Guinardó,7.0,Horta-Guinardó,41.41610799335015,2.1733783934174653
Centre Cívic Guinardó,1984,Ronda del Guinardó,7.0,Horta-Guinardó,41.41610799335015,2.1733783934174653
Casal de Gent Gran Vall d'Hebron,2008,C Arquitecte Moragas,7.0,Horta-Guinardó,41.43280895696014,2.147129977350178
Casal de Gent Gran Vall d'Hebron,2008,C Arquitecte Moragas,7.0,Horta-Guinardó,41.43280895696014,2.147129977350178
Espai de Gent Gran Maria Aurèlia Capmany,1992,Enric Granados,2.0,Eixample,41.39030865807796,2.15892091391226
Espai de Gent Gran Maria Aurèlia Capmany,1992,Enric Granados,2.0,Eixample,41.39030865807796,2.15892091391226
Centre Cívic El Coll - La Bruguera,1992,Carrer de l'Aldea,6.0,Gràcia,41.41860650477411,2.149915320833742
Centre Cívic El Coll - La Bruguera,1992,Carrer de l'Aldea,6.0,Gràcia,41.41860650477411,2.149915320833742
Centre Cívic  Vil·la Urània,2007,Carrer de Saragossa,5.0,Sarrià-Sant Gervasi,41.40144911965886,2.149816841793133
Centre Cívic  Vil·la Urània,2007,Carrer de Saragossa,5.0,Sarrià-Sant Gervasi,41.40144911965886,2.149816841793133
Centre Ton i Guida,2005,C Romaní,8.0,Nou Barris,41.44644518692781,2.1751243525917228
Centre Ton i Guida,2005,C Romaní,8.0,Nou Barris,41.44644518692781,2.1751243525917228
Punt de connexió Barcelona WiFi a la cruïlla del c. Casanova amb la Gran Via de les Corts Catalanes,2012,G.V. Corts Catalanes,2.0,Eixample,41.38378408111714,2.160762904130962
Punt de connexió Barcelona WiFi a la cruïlla del c. Comte d'Urgell amb la G. V. Corts Catalanes,2012,C Comte d'Urgell,2.0,Eixample,41.38212569474469,2.158721234788178
Punt de connexió Barcelona WiFi a la cruïlla del c. Viladomat amb la Gran Via de les Corts Catalanes,2012,G.V. Corts Catalanes,2.0,Eixample,41.38036453020078,2.156154543883509
Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Pelai,2012,C Pelai,1.0,Ciutat Vella,41.38578974014322,2.1671824343460986
Sala Pepita Casanellas,2007,Pg Zona Franca,3.0,Sants-Montjuïc,41.36098554188562,2.137864519815123
Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb Aragó,2012,Av Roma,2.0,Eixample,41.38662855336058,2.157393344513196
Punt de connexió Barcelona WiFi a la cruïlla del Passeig Colom amb el carrer Simó Oller,2011,Pg Colom,1.0,Ciutat Vella,41.37925085427115,2.180857805872098
Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Gràcia amb el carrer Sèneca,2011,Pg Gràcia,6.0,Gràcia,41.397820446440974,2.1577876069998188
Espai Antoni Miró Peris,2008,Pl Carme Montoriol,10.0,Sant Martí,41.41289250576009,2.1845567893238904
Espai Antoni Miró Peris,2008,Pl Carme Montoriol,10.0,Sant Martí,41.41289250576009,2.1845567893238904
Casal de Gent Gran de Sant Ramon,2002,Cardenal Reig,4.0,Les Corts,41.37701762396752,2.113853253307032
Casal de Gent Gran de Sant Ramon,2002,Cardenal Reig,4.0,Les Corts,41.37701762396752,2.113853253307032
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Centre Esportiu Municipal Sardenya,1997,C Sardenya,6.0,Gràcia,41.41223356892982,2.1622422992641552
Casal de Gent Gran La Capa,1995,Carrer dels Alts Forns,3.0,Sants-Montjuïc,41.3599635917374,2.142725771598069
Casal de Gent Gran La Capa,1995,Carrer dels Alts Forns,3.0,Sants-Montjuïc,41.3599635917374,2.142725771598069
Sala d'Estudi Raval - Sant Oleguer,2008,C Sant Oleguer,1.0,Ciutat Vella,41.3775251566284,2.1706424820733963
Sala d'Estudi Raval - Sant Oleguer,2008,C Sant Oleguer,1.0,Ciutat Vella,41.3775251566284,2.1706424820733963
Biblioteca Vilapicina i la Torre Llobeta,1999,Plaça de Carmen Laforet,8.0,Nou Barris,41.42691611188821,2.1764696039707148
Biblioteca Vilapicina i la Torre Llobeta,1999,Plaça de Carmen Laforet,8.0,Nou Barris,41.42691611188821,2.1764696039707148
Biblioteca Vilapicina i la Torre Llobeta,1999,Plaça de Carmen Laforet,8.0,Nou Barris,41.42691611188821,2.1764696039707148
Biblioteca Vilapicina i la Torre Llobeta,1999,Plaça de Carmen Laforet,8.0,Nou Barris,41.42691611188821,2.1764696039707148
Centre de Serveis Socials Nova Esquerra de l'Eixample,1998,Carrer del Comte Borrell,2.0,Eixample,41.38950562237319,2.146397759629386
Centre de Serveis Socials Nova Esquerra de l'Eixample,1998,Carrer del Comte Borrell,2.0,Eixample,41.38950562237319,2.146397759629386
Centre Cívic Convent de Sant Agustí,1998,Carrer del Comerç,1.0,Ciutat Vella,41.38741922402338,2.181725967522791
Centre Cívic Convent de Sant Agustí,1998,Carrer del Comerç,1.0,Ciutat Vella,41.38741922402338,2.181725967522791
Centre Cívic del Bon Pastor,1989,Plaça de Robert Gerhard,9.0,Sant Andreu,41.43481243810341,2.2049292862975705
Centre Cívic del Bon Pastor,1989,Plaça de Robert Gerhard,9.0,Sant Andreu,41.43481243810341,2.2049292862975705
Camp Municipal Futbol Narcís Sala,1987,C Santa Coloma,9.0,Sant Andreu,41.42889692238828,2.1930944831499715
Camp Municipal Futbol Narcís Sala,1987,C Santa Coloma,9.0,Sant Andreu,41.42889692238828,2.1930944831499715
Camp Municipal Futbol Narcís Sala,1987,C Santa Coloma,9.0,Sant Andreu,41.42889692238828,2.1930944831499715
Camp Municipal Futbol Narcís Sala,1987,C Santa Coloma,9.0,Sant Andreu,41.42889692238828,2.1930944831499715
Consorci de les Drassanes Reials i Museu Marítim de Barcelona,1995,Av Drassanes,1.0,Ciutat Vella,41.375981756802304,2.1760573876381613
Centre Cívic Drassanes,1991,Carrer Nou de la Rambla,1.0,Ciutat Vella,41.37767838726746,2.172864399551599
Centre Cívic Drassanes,1991,Carrer Nou de la Rambla,1.0,Ciutat Vella,41.37767838726746,2.172864399551599
Centre Cívic Zona Nord,1987,Carrer de Vallcivera,8.0,Nou Barris,41.46070056717624,2.1783656547350856
Centre Cívic Zona Nord,1987,Carrer de Vallcivera,8.0,Nou Barris,41.46070056717624,2.1783656547350856
Centre Artesà Tradicionàrius,1984,Trvs Sant Antoni,6.0,Gràcia,41.40254484377345,2.1547130775919525
Centre Artesà Tradicionàrius,1984,Trvs Sant Antoni,6.0,Gràcia,41.40254484377345,2.1547130775919525
Centre Cívic El Carmel,1990,Carrer del Santuari,7.0,Horta-Guinardó,41.386016161322615,2.16940045887298
Centre Cívic El Carmel,1990,Carrer del Santuari,7.0,Horta-Guinardó,41.386016161322615,2.16940045887298
Espai de Gent Gran Parc del Guinardó,1985,C Garriga i Roca,7.0,Horta-Guinardó,41.42131697844332,2.1703217649757125
Espai de Gent Gran Parc del Guinardó,1985,C Garriga i Roca,7.0,Horta-Guinardó,41.42131697844332,2.1703217649757125
Casal de Barri La Pau,1986,C Pere Vergés,10.0,Sant Martí,41.42279520372416,2.208969599145994
Casal de Barri La Pau,1986,C Pere Vergés,10.0,Sant Martí,41.42279520372416,2.208969599145994
Parc de Joan Miró,1985,C Aragó,2.0,Eixample,41.3788385686716,2.147334688275456
Parc de Joan Miró,1985,C Aragó,2.0,Eixample,41.3788385686716,2.147334688275456
Casal Infantil Sant Martí,1985,C Selva de Mar,10.0,Sant Martí,41.41665521642997,2.198581654422569
Casal Infantil Sant Martí,1985,C Selva de Mar,10.0,Sant Martí,41.41665521642997,2.198581654422569
Museu Martorell,1984,Pg Picasso,1.0,Ciutat Vella,41.3872412207144,2.184226426916973
Museu Martorell,1984,Pg Picasso,1.0,Ciutat Vella,41.3872412207144,2.184226426916973
Museu Martorell,1984,Pg Picasso,1.0,Ciutat Vella,41.3872412207144,2.184226426916973
Centre Cívic La Sagrera La Barraca,1984,Carrer de Martí Molins,9.0,Sant Andreu,41.423974257025534,2.1891508567064406
Centre Cívic La Sagrera La Barraca,1984,Carrer de Martí Molins,9.0,Sant Andreu,41.423974257025534,2.1891508567064406
Centre Esportiu Municipal Júpiter,1989,C Agricultura,10.0,Sant Martí,41.41773642679194,2.202020779488626
Centre Esportiu Municipal Júpiter,1989,C Agricultura,10.0,Sant Martí,41.41773642679194,2.202020779488626
Centre Esportiu Municipal Júpiter,1989,C Agricultura,10.0,Sant Martí,41.41773642679194,2.202020779488626
Centre Esportiu Municipal Júpiter,1989,C Agricultura,10.0,Sant Martí,41.41773642679194,2.202020779488626
Centre Esportiu Municipal Júpiter,1989,C Agricultura,10.0,Sant Martí,41.41773642679194,2.202020779488626
Jardins de Magalí,1985,C Vallespir,4.0,Les Corts,41.38491336528375,2.1335326462367803
Jardins de Magalí,1985,C Vallespir,4.0,Les Corts,41.38491336528375,2.1335326462367803
Oficina de l'Habitatge de Ciutat Vella,1990,Pl Salvador Seguí,1.0,Ciutat Vella,41.37907337154925,2.1707222863566704
Oficina de l'Habitatge de Ciutat Vella,1990,Pl Salvador Seguí,1.0,Ciutat Vella,41.37907337154925,2.1707222863566704
Oficina d'Atenció Ciutadana del Districte de Ciutat Vella,1993,C Ramelleres,1.0,Ciutat Vella,41.38426499513298,2.168636689437057
Oficina d'Atenció Ciutadana del Districte de Ciutat Vella,1993,C Ramelleres,1.0,Ciutat Vella,41.38426499513298,2.168636689437057
Oficina d'Atenció Ciutadana del Districte d'Horta - Guinardó,1993,C Lepant,7.0,Horta-Guinardó,41.40999114089914,2.169209059636639
Oficina d'Atenció Ciutadana del Districte d'Horta - Guinardó,1993,C Lepant,7.0,Horta-Guinardó,41.40999114089914,2.169209059636639
Castell de Montjuïc,1999,Ctra Montjuïc,3.0,Sants-Montjuïc,41.36446421195711,2.1671241451784176
Casal de Gent Gran del Poble-sec,1985,Plaça del Sortidor,3.0,Sants-Montjuïc,41.37209842165101,2.162548215783544
Casal de Gent Gran del Poble-sec,1985,Plaça del Sortidor,3.0,Sants-Montjuïc,41.37209842165101,2.162548215783544
Museu Frederic Marès,1984,Pl Sant Iu,1.0,Ciutat Vella,41.38425937092706,2.176788148373407
Museu Frederic Marès,1984,Pl Sant Iu,1.0,Ciutat Vella,41.38425937092706,2.176788148373407
Museu Frederic Marès,1984,Pl Sant Iu,1.0,Ciutat Vella,41.38425937092706,2.176788148373407
Jardins de la Casa Elizalde,2003,Carrer de València,2.0,Eixample,41.39451893034836,2.1659008246716773
Jardins de la Casa Elizalde,2003,Carrer de València,2.0,Eixample,41.39451893034836,2.1659008246716773
Jardins de la Casa Elizalde,2003,Carrer de València,2.0,Eixample,41.39451893034836,2.1659008246716773
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Centre Esportiu Municipal Can Caralleu,1989,C Esports,5.0,Sarrià-Sant Gervasi,41.40098699374352,2.1105047906383008
Roserar,1996,Av Diagonal,4.0,Les Corts,41.383249608584585,2.1067422056819427
Unitat Territorial de la Guàrdia Urbana del Districte de Ciutat Vella - Oficina de Recepció de Denúncies,1995,C la Rambla,1.0,Ciutat Vella,41.37959891691606,2.1744008204798737
Unitat Territorial de la Guàrdia Urbana del Districte de Ciutat Vella - Oficina de Recepció de Denúncies,1995,C la Rambla,1.0,Ciutat Vella,41.37959891691606,2.1744008204798737
Casal de Gent Gran Turó de la Peira,1987,C Doctor Pi i Molist,8.0,Nou Barris,41.432841012686985,2.1733368209384825
Casal de Gent Gran Turó de la Peira,1987,C Doctor Pi i Molist,8.0,Nou Barris,41.432841012686985,2.1733368209384825
Centre Cívic Can Basté,1995,Passeig de Fabra i Puig,8.0,Nou Barris,41.4304874584176,2.173233437180801
Centre Cívic Can Basté,1995,Passeig de Fabra i Puig,8.0,Nou Barris,41.4304874584176,2.173233437180801
Oficina d'Atenció Ciutadana del Districte de l'Eixample,1994,C Aragó,2.0,Eixample,41.39547478812744,2.169520702953825
Oficina d'Atenció Ciutadana del Districte de l'Eixample,1994,C Aragó,2.0,Eixample,41.39547478812744,2.169520702953825
Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb l'Avinguda Diagonal,2012,C Llacuna,10.0,Sant Martí,41.40465018249037,2.194116567661363
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Esportiu Municipal l'Espanya Industrial,1993,C Muntadas,3.0,Sants-Montjuïc,41.37671146324603,2.142397968303214
Centre Cívic Font de la Guatlla,1994,Carrer del Rabí Rubèn,3.0,Sants-Montjuïc,41.370587440986846,2.147525318360155
Centre Cívic Font de la Guatlla,1994,Carrer del Rabí Rubèn,3.0,Sants-Montjuïc,41.370587440986846,2.147525318360155
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Centre Esportiu Municipal  Colom,1992,C la Rambla,1.0,Ciutat Vella,41.37800007703834,2.176265682413314
Oficina d'Atenció Ciutadana del Districte de Sants - Montjuïc,1993,Creu Coberta,3.0,Sants-Montjuïc,41.37540877957255,2.142274452101212
Oficina d'Atenció Ciutadana del Districte de Sants - Montjuïc,1993,Creu Coberta,3.0,Sants-Montjuïc,41.37540877957255,2.142274452101212
Oficina d'Atenció Ciutadana de la plaça Sant Miquel,1991,Pl Sant Miquel,1.0,Ciutat Vella,41.38172908411544,2.1776421611468937
Oficina d'Atenció Ciutadana de la plaça Sant Miquel,1991,Pl Sant Miquel,1.0,Ciutat Vella,41.38172908411544,2.1776421611468937
El Centre de la Platja,2005,Pg Marítim Barceloneta,1.0,Ciutat Vella,41.38321872603325,2.1950192542461915
Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Josep Vicenç Foix amb Trinquet,2012,Av J V Foix,5.0,Sarrià-Sant Gervasi,41.39668687970741,2.1205150544940863
Punt de connexió Barcelona WiFi a la cruïlla del carrer Conca amb el Passeig Maragall,2012,C Freser,10.0,Sant Martí,41.41346820117,2.181290554357237
Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb Sardenya,2012,Rda Guinardó,6.0,Gràcia,41.41259577333199,2.161965201449457
Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Provença,2014,C Rocafort,2.0,Eixample,41.38371324103549,2.147317399191454
Centre Esportiu Municipal Les Corts,1999,Trav Corts,4.0,Les Corts,41.38540957993892,2.1335979261241165
Centre Esportiu Municipal Les Corts,1999,Trav Corts,4.0,Les Corts,41.38540957993892,2.1335979261241165
Centre Esportiu Municipal Les Corts,1999,Trav Corts,4.0,Les Corts,41.38540957993892,2.1335979261241165
Centre Esportiu Municipal Les Corts,1999,Trav Corts,4.0,Les Corts,41.38540957993892,2.1335979261241165
Casal de Gent Gran Carlit,1995,C Roger de Flor,2.0,Eixample,41.39740416859099,2.174726182535123
Casal de Gent Gran Carlit,1995,C Roger de Flor,2.0,Eixample,41.39740416859099,2.174726182535123
Centre Cívic Sagrada Família,2001,Carrer de Provença,2.0,Eixample,41.40541560676076,2.1767746457391186
Centre Cívic Sagrada Família,2001,Carrer de Provença,2.0,Eixample,41.40541560676076,2.1767746457391186
Punt de connexió Barcelona WiFi a la plaça Pius XII,2011,Pl Pius XII,4.0,Les Corts,41.387253217067226,2.1225649049615862
Punt de connexió Barcelona WiFi a la cruïlla de la Rambla Prim amb el carrer Llull,2011,C Llull,10.0,Sant Martí,41.41234353465995,2.217466260147495
Punt de connexió Barcelona WiFi a la cruïlla del carrer Josep Pla amb Avinguda Diagonal,2011,C Josep Pla,10.0,Sant Martí,41.41032680366519,2.2141662312009123
Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte Borrell amb Sepúlveda,2012,C Sepúlveda,2.0,Eixample,41.38064545694295,2.1588996091673645
Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb Sepúlveda,2012,C Viladomat,2.0,Eixample,41.3795894078639,2.157284463027372
Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Floridablanca,2012,C Rocafort,2.0,Eixample,41.37709448850335,2.156086759800853
Casal de Gent Gran Can Novell,2005,C Caballero,4.0,Les Corts,41.38239409665221,2.1342707078350727
Casal de Gent Gran Can Novell,2005,C Caballero,4.0,Les Corts,41.38239409665221,2.1342707078350727
Espai Jove del Coll,1995,Duran i Borrell,6.0,Gràcia,41.41863651080554,2.1497718264466146
Espai Jove del Coll,1995,Duran i Borrell,6.0,Gràcia,41.41863651080554,2.1497718264466146
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre Esportiu Municipal Claror,1988,C Sardenya,6.0,Gràcia,41.40465279519629,2.171529006740009
Centre de Cultura Contemporània de Barcelona,1994,C Montalegre,1.0,Ciutat Vella,41.38391450226559,2.1668129104163323
Oficina d'Atenció Ciutadana del Districte de Nou Barris,1993,Pl Major de Nou Barris,8.0,Nou Barris,41.4368445525108,2.1712296246319656
Oficina d'Atenció Ciutadana del Districte de Nou Barris,1993,Pl Major de Nou Barris,8.0,Nou Barris,41.4368445525108,2.1712296246319656
Pavelló Poliesportiu Municipal Creueta del Coll,2001,C Castellterçol,6.0,Gràcia,41.41703173976187,2.1458404974974576
Pavelló Poliesportiu Municipal Creueta del Coll,2001,C Castellterçol,6.0,Gràcia,41.41703173976187,2.1458404974974576
Pavelló Poliesportiu Municipal Creueta del Coll,2001,C Castellterçol,6.0,Gràcia,41.41703173976187,2.1458404974974576
Pavelló Poliesportiu Municipal Creueta del Coll,2001,C Castellterçol,6.0,Gràcia,41.41703173976187,2.1458404974974576
Pavelló Poliesportiu Municipal Creueta del Coll,2001,C Castellterçol,6.0,Gràcia,41.41703173976187,2.1458404974974576
Pavelló Poliesportiu Municipal Creueta del Coll,2001,C Castellterçol,6.0,Gràcia,41.41703173976187,2.1458404974974576
Pavelló Poliesportiu Municipal Creueta del Coll,2001,C Castellterçol,6.0,Gràcia,41.41703173976187,2.1458404974974576
Casal de Gent Gran Josep Tarradellas,1992,Pl Caramelles,1.0,Ciutat Vella,41.38197223223625,2.167164016816572
Casal de Gent Gran Josep Tarradellas,1992,Pl Caramelles,1.0,Ciutat Vella,41.38197223223625,2.167164016816572
Parc de l'Estació del Nord,1988,Carrer de Nàpols,2.0,Eixample,41.39367157911195,2.1839578397165678
Parc de l'Estació del Nord,1988,Carrer de Nàpols,2.0,Eixample,41.39367157911195,2.1839578397165678
Parc de la Creueta del Coll,1987,Pg Mare de Déu del Coll,6.0,Gràcia,41.419264262411424,2.1462520569914063
Parc de la Creueta del Coll,1987,Pg Mare de Déu del Coll,6.0,Gràcia,41.419264262411424,2.1462520569914063
Platja de la Barceloneta,1989,Passeig Marítim de la Barceloneta,1.0,Ciutat Vella,41.37861435600187,2.192222242417201
Parc de Can Sabaté,1989,C Mineria,3.0,Sants-Montjuïc,41.36437449049291,2.137749555318519
Parc de Can Sabaté,1989,C Mineria,3.0,Sants-Montjuïc,41.36437449049291,2.137749555318519
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
Centre Esportiu Municipal Nova Icària,1992,Av Icària,10.0,Sant Martí,41.3923938824674,2.19802081368745
